sales_date,category,advertising_vnd,online_ads_vnd,social_media_vnd,price_vnd,discount_percent,stores_count,weather,holiday,sales_vnd,uploaded_by
2023-07-20,Quần,401000,1736000,1345000,299810,0.1,21,Nóng,0,24606002,1
2023-07-20,Váy,4023000,1906000,1405000,329926,0.22,21,Nóng,0,154700537,1
2023-07-20,Áo khoác,3028000,1286000,1511000,466375,0.49,21,Nóng,0,23117854,1
2023-07-20,Giày,2845000,471000,471000,538117,0.2,21,Nóng,0,48825961,1
2023-07-21,Áo,2858000,1260000,228000,306290,0.17,15,Mưa,0,37104707,1
2023-07-21,Quần,3341000,1989000,1527000,411637,0.05,15,Mưa,0,38767044,1
2023-07-21,Váy,2300000,2590000,319000,302654,0.38,15,Mưa,0,58132082,1
2023-07-21,Áo khoác,1248000,2593000,1296000,1269407,0.22,15,Mưa,0,49704899,1
2023-07-21,Giày,1868000,2480000,571000,982433,0.32,15,Mưa,0,57544726,1
2023-07-22,Áo,2353000,1189000,1983000,282955,0.25,17,Mưa,0,63465037,1
2023-07-22,Quần,3305000,2823000,1087000,430701,0.09,17,Mưa,0,47532494,1
2023-07-22,Váy,493000,2663000,1576000,395242,0.09,17,Mưa,0,38264366,1
2023-07-22,Áo khoác,1041000,1104000,707000,524489,0.47,17,Mưa,0,65717570,1
2023-07-22,Giày,4206000,2514000,1625000,832669,0.44,17,Mưa,0,86875780,1
2023-07-23,Áo,3259000,943000,1175000,304310,0.31,15,Nắng,0,49719891,1
2023-07-23,Quần,4868000,1110000,193000,394867,0.0,15,Nắng,0,32317005,1
2023-07-23,Váy,2563000,2690000,1699000,689180,0.22,15,Nắng,0,51738371,1
2023-07-23,Áo khoác,3720000,2807000,1144000,512999,0.27,15,Nắng,0,75948635,1
2023-07-23,Giày,3223000,2085000,205000,612051,0.22,15,Nắng,0,49388650,1
2023-07-24,Áo,3554000,1945000,1971000,290710,0.46,13,Nóng,0,101984205,1
2023-07-24,Quần,3539000,2323000,1323000,419564,0.02,13,Nóng,0,34563383,1
2023-07-24,Váy,4165000,446000,1967000,619627,0.33,13,Nóng,0,91786349,1
2023-07-24,Áo khoác,337000,2051000,1475000,1347156,0.16,13,Nóng,0,4872263,1
2023-07-24,Giày,1998000,2827000,1404000,451606,0.28,13,Nóng,0,44956459,1
2023-07-25,Áo,4866000,2560000,1405000,310253,0.33,22,Nóng,0,142331785,1
2023-07-25,Quần,4326000,775000,711000,269996,0.22,22,Nóng,0,56847966,1
2023-07-25,Váy,3513000,1815000,948000,403161,0.07,22,Nóng,0,74053442,1
2023-07-25,Áo khoác,2083000,2590000,1662000,795753,0.26,22,Nóng,0,18257729,1
2023-07-25,Giày,2266000,2962000,1368000,809220,0.47,22,Nóng,0,121680565,1
2023-07-26,Áo,402000,1405000,1047000,310477,0.27,13,Nóng,0,40413141,1
2023-07-26,Quần,341000,1183000,1698000,507972,0.06,13,Nóng,0,20709581,1
2023-07-26,Váy,3294000,2973000,953000,271325,0.41,13,Nóng,0,87746102,1
2023-07-26,Áo khoác,3518000,2879000,528000,826570,0.11,13,Nóng,0,7937007,1
2023-07-26,Giày,3290000,2646000,1161000,317529,0.19,13,Nóng,0,39781312,1
2023-07-27,Áo,4588000,2961000,1542000,203546,0.21,15,Mưa,0,71635773,1
2023-07-27,Quần,3669000,1123000,401000,520086,0.17,15,Mưa,0,40539393,1
2023-07-27,Váy,1361000,491000,738000,469692,0.2,15,Mưa,0,28781588,1
2023-07-27,Áo khoác,2849000,2301000,170000,1156376,0.4,15,Mưa,0,60311819,1
2023-07-27,Giày,1976000,1579000,745000,922068,0.11,15,Mưa,0,34960498,1
2023-07-28,Áo,3989000,2724000,1888000,150296,0.24,23,Nóng,0,143905422,1
2023-07-28,Quần,4297000,221000,624000,317945,0.01,23,Nóng,0,44250490,1
2023-07-28,Váy,625000,1515000,273000,259980,0.25,23,Nóng,0,84535856,1
2023-07-28,Áo khoác,1420000,1252000,189000,1293214,0.06,23,Nóng,0,6876617,1
2023-07-28,Giày,407000,2942000,467000,465301,0.14,23,Nóng,0,46732620,1
2023-07-29,Áo,2978000,2161000,900000,246382,0.16,24,Nắng,0,69573816,1
2023-07-29,Quần,634000,2407000,1330000,303444,0.04,24,Nắng,0,54129316,1
2023-07-29,Váy,2339000,1109000,1185000,497180,0.18,24,Nắng,0,70932278,1
2023-07-29,Áo khoác,1103000,729000,418000,1132527,0.25,24,Nắng,0,56202293,1
2023-07-29,Giày,2148000,300000,923000,1138099,0.22,24,Nắng,0,67217774,1
2023-07-30,Áo,1066000,1513000,650000,244527,0.14,25,Nóng,0,66723118,1
2023-07-30,Quần,3827000,2590000,159000,333337,0.15,25,Nóng,0,68761443,1
2023-07-30,Váy,2606000,2151000,1228000,513612,0.32,25,Nóng,0,133456259,1
2023-07-30,Áo khoác,3129000,2101000,1362000,896300,0.36,25,Nóng,0,21276218,1
2023-07-30,Giày,1788000,778000,1585000,887426,0.29,25,Nóng,0,78839621,1
2023-07-31,Áo,4429000,1414000,226000,172588,0.49,22,Nắng,0,118365376,1
2023-07-31,Quần,3866000,989000,182000,333038,0.47,22,Nắng,0,115837779,1
2023-07-31,Váy,2673000,1566000,1343000,683880,0.05,22,Nắng,0,52937378,1
2023-07-31,Áo khoác,1136000,2372000,1531000,1368164,0.13,22,Nắng,0,57761908,1
2023-07-31,Giày,3609000,1831000,1045000,669355,0.43,22,Nắng,0,131173357,1
2023-08-01,Áo,3912000,2916000,1740000,156922,0.01,13,Nắng,0,35646630,1
2023-08-01,Quần,3091000,1583000,685000,343697,0.3,13,Nắng,0,44612929,1
2023-08-01,Váy,4512000,702000,746000,375793,0.48,13,Nắng,0,66486220,1
2023-08-01,Áo khoác,4283000,372000,1553000,900472,0.34,13,Nắng,0,47757082,1
2023-08-01,Giày,4068000,1086000,989000,1076385,0.05,13,Nắng,0,38804565,1
2023-08-02,Áo,1804000,1617000,673000,267217,0.37,17,Mưa,0,72744831,1
2023-08-02,Quần,2750000,2367000,612000,450015,0.19,17,Mưa,0,54296881,1
2023-08-02,Váy,3344000,472000,1202000,324338,0.46,17,Mưa,0,63725487,1
2023-08-02,Áo khoác,2333000,1609000,164000,1456840,0.14,17,Mưa,0,36650188,1
2023-08-02,Giày,1999000,1057000,282000,665208,0.24,17,Mưa,0,49021336,1
2023-08-03,Áo,2580000,2110000,1189000,276417,0.37,18,Nóng,0,111676514,1
2023-08-03,Quần,1607000,2157000,934000,366585,0.13,18,Nóng,0,41263847,1
2023-08-03,Váy,2827000,460000,1991000,230346,0.09,18,Nóng,0,46141094,1
2023-08-03,Áo khoác,4138000,1552000,1331000,669356,0.0,18,Nóng,0,9771269,1
2023-08-03,Giày,1275000,1347000,153000,685296,0.24,18,Nóng,0,54644366,1
2023-08-04,Áo,2356000,1699000,1344000,261769,0.46,25,Nóng,0,190832129,1
2023-08-04,Quần,2726000,477000,335000,352391,0.14,25,Nóng,0,49590911,1
2023-08-04,Váy,3974000,2340000,988000,684600,0.02,25,Nóng,0,102787123,1
2023-08-04,Áo khoác,2728000,1022000,711000,1270015,0.31,25,Nóng,0,16527566,1
2023-08-04,Giày,4033000,2375000,1058000,443635,0.03,25,Nóng,0,69984534,1
2023-08-05,Áo,659000,731000,537000,327132,0.25,10,Nóng,0,27140885,1
2023-08-05,Quần,2523000,366000,1103000,510609,0.19,10,Nóng,0,21134134,1
2023-08-05,Váy,784000,1030000,1226000,321943,0.24,10,Nóng,0,33221982,1
2023-08-05,Áo khoác,1728000,435000,1559000,1219822,0.08,10,Nóng,0,4448577,1
2023-08-05,Giày,2380000,1255000,793000,989050,0.05,10,Nóng,0,21239327,1
2023-08-06,Áo,995000,1454000,1062000,261233,0.37,22,Mưa,0,72065310,1
2023-08-06,Quần,4960000,390000,1544000,475784,0.12,22,Mưa,0,60755372,1
2023-08-06,Váy,501000,2904000,1231000,214925,0.4,22,Mưa,0,78539205,1
2023-08-06,Áo khoác,4157000,812000,623000,649330,0.38,22,Mưa,0,76726619,1
2023-08-06,Giày,1498000,1731000,1566000,960715,0.1,22,Mưa,0,57307077,1
2023-08-07,Áo,1567000,2502000,1629000,196069,0.45,13,Mưa,0,63073530,1
2023-08-07,Quần,3270000,1923000,503000,475407,0.08,13,Mưa,0,35517714,1
2023-08-07,Váy,373000,1172000,442000,300854,0.4,13,Mưa,0,34535334,1
2023-08-07,Áo khoác,395000,848000,1721000,1290903,0.21,13,Mưa,0,31889541,1
2023-08-07,Giày,4568000,305000,899000,594849,0.09,13,Mưa,0,33284542,1
2023-08-08,Áo,3777000,1804000,1450000,324981,0.47,13,Nắng,0,57303623,1
2023-08-08,Quần,2502000,391000,313000,469678,0.48,13,Nắng,0,50610764,1
2023-08-08,Váy,557000,1202000,1123000,328501,0.26,13,Nắng,0,30419032,1
2023-08-08,Áo khoác,3958000,1501000,1679000,657892,0.23,13,Nắng,0,48542718,1
2023-08-08,Giày,4725000,1767000,421000,911561,0.45,13,Nắng,0,58527807,1
2023-08-09,Áo,3106000,2422000,1201000,173241,0.3,11,Nắng,0,58093480,1
2023-08-09,Quần,4556000,1993000,1178000,300818,0.13,11,Nắng,0,33522123,1
2023-08-09,Váy,485000,834000,883000,351967,0.21,11,Nắng,0,22056056,1
2023-08-09,Áo khoác,442000,284000,955000,804451,0.42,11,Nắng,0,23889236,1
2023-08-09,Giày,3653000,2211000,1194000,493481,0.43,11,Nắng,0,73864629,1
2023-08-10,Áo,939000,927000,1191000,336396,0.47,15,Nắng,0,59344889,1
2023-08-10,Quần,4049000,1260000,279000,368642,0.14,15,Nắng,0,29505870,1
2023-08-10,Váy,2374000,1887000,479000,527597,0.34,15,Nắng,0,67511854,1
2023-08-10,Áo khoác,4268000,1799000,1032000,1259121,0.03,15,Nắng,0,36744161,1
2023-08-10,Giày,501000,269000,1809000,495428,0.36,15,Nắng,0,39766253,1
2023-08-11,Áo,3392000,353000,1804000,289324,0.28,12,Nóng,0,54700187,1
2023-08-11,Quần,3465000,1661000,549000,542988,0.12,12,Nóng,0,25983841,1
2023-08-11,Váy,3379000,2518000,1384000,295687,0.33,12,Nóng,0,82803209,1
2023-08-11,Áo khoác,4867000,2788000,1570000,740667,0.07,12,Nóng,0,7878209,1
2023-08-11,Giày,2402000,2219000,1760000,814513,0.17,12,Nóng,0,35341985,1
2023-08-12,Áo,1210000,1297000,230000,291554,0.2,16,Mưa,0,29882995,1
2023-08-12,Quần,1871000,770000,1357000,362105,0.39,16,Mưa,0,60829253,1
2023-08-12,Váy,3748000,348000,1003000,511032,0.15,16,Mưa,0,39026223,1
2023-08-12,Áo khoác,2459000,2257000,1277000,489767,0.02,16,Mưa,0,42737022,1
2023-08-12,Giày,4625000,2891000,429000,853838,0.09,16,Mưa,0,54177691,1
2023-08-13,Áo,2844000,2309000,736000,294905,0.3,25,Nắng,0,104599331,1
2023-08-13,Quần,1629000,1611000,1989000,384042,0.01,25,Nắng,0,47447471,1
2023-08-13,Váy,3913000,2118000,1735000,298315,0.4,25,Nắng,0,145541964,1
2023-08-13,Áo khoác,760000,973000,152000,545494,0.45,25,Nắng,0,75464818,1
2023-08-13,Giày,1106000,1953000,1967000,951712,0.25,25,Nắng,0,91855459,1
2023-08-14,Áo,3999000,2071000,567000,263855,0.35,22,Nóng,0,122547963,1
2023-08-14,Quần,2573000,2775000,739000,332681,0.23,22,Nóng,0,90456351,1
2023-08-14,Váy,358000,1773000,512000,563633,0.15,22,Nóng,0,56971003,1
2023-08-14,Áo khoác,2775000,1912000,1137000,1154537,0.08,22,Nóng,0,11950183,1
2023-08-14,Giày,1455000,2692000,595000,552411,0.26,22,Nóng,0,69889821,1
2023-08-15,Áo,797000,1544000,1640000,342573,0.46,20,Nắng,1,178855197,1
2023-08-15,Quần,4625000,1306000,1885000,278900,0.44,20,Nắng,1,274416047,1
2023-08-15,Váy,4728000,216000,467000,214126,0.46,20,Nắng,1,271368574,1
2023-08-15,Áo khoác,4276000,2616000,638000,791447,0.48,20,Nắng,1,388859246,1
2023-08-15,Giày,1907000,1891000,736000,516651,0.08,20,Nắng,1,136321881,1
2023-08-16,Áo,1020000,2931000,1575000,329066,0.07,25,Nóng,0,66193758,1
2023-08-16,Quần,1574000,782000,1664000,266978,0.21,25,Nóng,0,71570614,1
2023-08-16,Váy,4167000,454000,614000,256344,0.34,25,Nóng,0,152319454,1
2023-08-16,Áo khoác,990000,2703000,580000,525582,0.22,25,Nóng,0,15045562,1
2023-08-16,Giày,4323000,2890000,513000,532459,0.45,25,Nóng,0,146730797,1
2023-08-17,Áo,4452000,760000,327000,231214,0.36,20,Nóng,0,97753989,1
2023-08-17,Quần,3737000,2780000,236000,473232,0.32,20,Nóng,0,76853360,1
2023-08-17,Váy,2655000,1615000,1892000,570098,0.04,20,Nóng,0,67660078,1
2023-08-17,Áo khoác,1049000,519000,1363000,848471,0.09,20,Nóng,0,6038423,1
2023-08-17,Giày,3351000,419000,890000,768163,0.21,20,Nóng,0,62588496,1
2023-08-18,Áo,3864000,898000,934000,203380,0.49,14,Nắng,0,73454692,1
2023-08-18,Quần,4955000,1637000,1795000,495720,0.17,14,Nắng,0,39841517,1
2023-08-18,Váy,2004000,231000,571000,253333,0.31,14,Nắng,0,38626152,1
2023-08-18,Áo khoác,3745000,914000,617000,754603,0.49,14,Nắng,0,81884560,1
2023-08-18,Giày,4744000,1239000,1584000,1086198,0.13,14,Nắng,0,42694540,1
2023-08-19,Áo,2677000,608000,404000,186163,0.08,13,Nóng,0,32297127,1
2023-08-19,Quần,3531000,2420000,754000,415043,0.27,13,Nóng,0,60391045,1
2023-08-19,Váy,2515000,1135000,280000,689987,0.28,13,Nóng,0,79417418,1
2023-08-19,Áo khoác,1185000,1327000,129000,1494654,0.46,13,Nóng,0,8938765,1
2023-08-19,Giày,1164000,1540000,1071000,646874,0.01,13,Nóng,0,23056041,1
2023-08-20,Áo,3794000,906000,864000,169476,0.2,14,Nắng,0,38760909,1
2023-08-20,Quần,3354000,982000,139000,501831,0.16,14,Nắng,0,37131778,1
2023-08-20,Váy,1085000,1404000,286000,567720,0.29,14,Nắng,0,38797039,1
2023-08-20,Áo khoác,756000,2379000,418000,798737,0.0,14,Nắng,0,24468829,1
2023-08-20,Giày,644000,2910000,1939000,1024410,0.36,14,Nắng,0,62881265,1
2023-08-21,Áo,853000,1378000,1350000,259071,0.24,17,Nóng,0,63160217,1
2023-08-21,Quần,1087000,2606000,831000,364832,0.35,17,Nóng,0,74964092,1
2023-08-21,Váy,2119000,1458000,991000,600723,0.22,17,Nóng,0,71432373,1
2023-08-21,Áo khoác,1004000,364000,423000,1117478,0.24,17,Nóng,0,7413692,1
2023-08-21,Giày,1252000,2964000,1042000,481601,0.45,17,Nóng,0,93590098,1
2023-08-22,Áo,1114000,2674000,1166000,218682,0.11,12,Nóng,1,126348924,1
2023-08-22,Quần,1848000,2924000,755000,473009,0.11,12,Nóng,1,81191024,1
2023-08-22,Váy,443000,2735000,1401000,647392,0.28,12,Nóng,1,155478496,1
2023-08-22,Áo khoác,3077000,412000,1442000,1109774,0.33,12,Nóng,1,30305164,1
2023-08-22,Giày,4066000,2148000,273000,383030,0.18,12,Nóng,1,94451601,1
2023-08-23,Áo,4125000,965000,1882000,270360,0.26,23,Nóng,0,118134282,1
2023-08-23,Quần,1516000,2404000,784000,385009,0.11,23,Nóng,0,50822301,1
2023-08-23,Váy,2107000,2682000,1164000,498875,0.07,23,Nóng,0,79913984,1
2023-08-23,Áo khoác,4770000,1401000,508000,1454366,0.12,23,Nóng,0,11497016,1
2023-08-23,Giày,3039000,2019000,1685000,994025,0.46,23,Nóng,0,123326865,1
2023-08-24,Áo,1589000,844000,1446000,298572,0.4,16,Nóng,1,182955948,1
2023-08-24,Quần,855000,1860000,279000,364360,0.07,16,Nóng,1,73640415,1
2023-08-24,Váy,1162000,2559000,953000,463894,0.02,16,Nóng,1,162492830,1
2023-08-24,Áo khoác,2785000,2055000,1282000,1039306,0.05,16,Nóng,1,24927438,1
2023-08-24,Giày,2655000,326000,136000,697243,0.15,16,Nóng,1,79003902,1
2023-08-25,Áo,1265000,576000,505000,286817,0.41,24,Nắng,0,74915072,1
2023-08-25,Quần,2695000,424000,638000,442803,0.16,24,Nắng,0,50810908,1
2023-08-25,Váy,775000,696000,475000,286984,0.09,24,Nắng,0,32977225,1
2023-08-25,Áo khoác,1638000,2216000,355000,1264883,0.2,24,Nắng,0,43997519,1
2023-08-25,Giày,824000,672000,377000,655887,0.06,24,Nắng,0,31185456,1
2023-08-26,Áo,2871000,2088000,348000,221474,0.24,23,Nóng,0,104496829,1
2023-08-26,Quần,861000,1360000,792000,442608,0.34,23,Nóng,0,88402700,1
2023-08-26,Váy,4002000,2722000,1140000,212150,0.18,23,Nóng,0,119757015,1
2023-08-26,Áo khoác,4964000,416000,1491000,1249838,0.09,23,Nóng,0,11996799,1
2023-08-26,Giày,1505000,395000,224000,450853,0.23,23,Nóng,0,53690530,1
2023-08-27,Áo,4333000,2448000,1435000,338489,0.38,15,Nắng,0,84782664,1
2023-08-27,Quần,4147000,565000,311000,268325,0.04,15,Nắng,0,30319466,1
2023-08-27,Váy,4501000,2966000,571000,399756,0.04,15,Nắng,0,43079002,1
2023-08-27,Áo khoác,2538000,1751000,848000,467669,0.16,15,Nắng,0,37552107,1
2023-08-27,Giày,1460000,2647000,1538000,634154,0.21,15,Nắng,0,43812487,1
2023-08-28,Áo,4125000,1748000,599000,282915,0.11,21,Nắng,0,54837974,1
2023-08-28,Quần,371000,2837000,910000,446681,0.01,21,Nắng,0,36856359,1
2023-08-28,Váy,1054000,413000,1835000,250812,0.11,21,Nắng,0,39226553,1
2023-08-28,Áo khoác,4152000,2588000,988000,1252491,0.22,21,Nắng,0,89606612,1
2023-08-28,Giày,1204000,318000,1304000,648413,0.04,21,Nắng,0,36778297,1
2023-08-29,Áo,351000,1916000,1512000,321840,0.36,25,Nắng,0,78041092,1
2023-08-29,Quần,2921000,1041000,1765000,275395,0.28,25,Nắng,0,110518077,1
2023-08-29,Váy,3490000,1872000,1756000,482346,0.22,25,Nắng,0,103255335,1
2023-08-29,Áo khoác,4248000,1402000,1310000,1380777,0.26,25,Nắng,0,111233274,1
2023-08-29,Giày,1587000,1655000,1862000,529707,0.33,25,Nắng,0,100790055,1
2023-08-30,Áo,2072000,1943000,1797000,253235,0.5,10,Mưa,0,49870371,1
2023-08-30,Quần,4202000,1144000,1747000,295510,0.39,10,Mưa,0,54075021,1
2023-08-30,Váy,4220000,2649000,1591000,287945,0.27,10,Mưa,0,45228826,1
2023-08-30,Áo khoác,1249000,765000,1580000,1224456,0.39,10,Mưa,0,31648443,1
2023-08-30,Giày,3438000,2671000,1257000,1157081,0.24,10,Mưa,0,43983444,1
2023-08-31,Áo,2716000,317000,1821000,256723,0.16,22,Nắng,1,142406663,1
2023-08-31,Quần,2579000,567000,274000,252881,0.13,22,Nắng,1,113687212,1
2023-08-31,Váy,1725000,1329000,1384000,508057,0.2,22,Nắng,1,152136446,1
2023-08-31,Áo khoác,1884000,2877000,416000,1321217,0.0,22,Nắng,1,144098309,1
2023-08-31,Giày,1346000,2117000,1100000,758253,0.09,22,Nắng,1,135157251,1
2023-09-01,Áo,2465000,2395000,923000,212457,0.06,16,Nắng,0,46487989,1
2023-09-01,Quần,4323000,2089000,969000,416415,0.48,16,Nắng,0,105086576,1
2023-09-01,Váy,1476000,2397000,1030000,655605,0.03,16,Nắng,0,33652944,1
2023-09-01,Áo khoác,2460000,1015000,986000,921466,0.25,16,Nắng,0,47604129,1
2023-09-01,Giày,1331000,2503000,368000,439728,0.46,16,Nắng,0,66354268,1
2023-09-02,Áo,3588000,2329000,1917000,155741,0.3,23,Nắng,0,115414891,1
2023-09-02,Quần,4826000,2263000,569000,397733,0.25,23,Nắng,0,84102193,1
2023-09-02,Váy,1615000,1100000,323000,559235,0.37,23,Nắng,0,63092660,1
2023-09-02,Áo khoác,1192000,392000,1375000,1265122,0.18,23,Nắng,0,37522569,1
2023-09-02,Giày,406000,2970000,1187000,594977,0.1,23,Nắng,0,52116604,1
2023-09-03,Áo,3380000,1297000,1074000,252566,0.42,22,Nắng,0,121032623,1
2023-09-03,Quần,1044000,1284000,1006000,321240,0.03,22,Nắng,0,35530233,1
2023-09-03,Váy,921000,1150000,929000,306898,0.4,22,Nắng,0,62822382,1
2023-09-03,Áo khoác,4540000,2783000,1587000,1424645,0.05,22,Nắng,0,69576795,1
2023-09-03,Giày,1120000,2590000,1247000,509304,0.31,22,Nắng,0,82858965,1
2023-09-04,Áo,711000,2642000,1705000,189023,0.24,16,Nắng,0,45569798,1
2023-09-04,Quần,413000,1142000,337000,330522,0.5,16,Nắng,0,41634655,1
2023-09-04,Váy,2746000,457000,174000,573798,0.19,16,Nắng,0,30634205,1
2023-09-04,Áo khoác,3646000,1421000,1565000,1119800,0.48,16,Nắng,0,84611872,1
2023-09-04,Giày,4519000,2300000,599000,419107,0.2,16,Nắng,0,52818633,1
2023-09-05,Áo,385000,850000,1645000,289032,0.34,23,Nắng,0,47340107,1
2023-09-05,Quần,4442000,2518000,367000,272462,0.32,23,Nắng,0,129771209,1
2023-09-05,Váy,1872000,2448000,1610000,479965,0.04,23,Nắng,0,58202246,1
2023-09-05,Áo khoác,2305000,595000,1086000,870474,0.37,23,Nắng,0,85511058,1
2023-09-05,Giày,4379000,2625000,1723000,392889,0.1,23,Nắng,0,68952680,1
2023-09-06,Áo,1103000,2114000,1173000,238952,0.19,25,Nắng,0,54098788,1
2023-09-06,Quần,3634000,2923000,1778000,443596,0.39,25,Nắng,0,128919282,1
2023-09-06,Váy,3649000,2782000,1182000,615331,0.47,25,Nắng,0,140723866,1
2023-09-06,Áo khoác,1369000,1122000,1577000,1354498,0.28,25,Nắng,0,84581883,1
2023-09-06,Giày,2969000,597000,1953000,1001793,0.26,25,Nắng,0,100902678,1
2023-09-07,Áo,4441000,1405000,822000,229364,0.25,24,Nắng,0,84326031,1
2023-09-07,Quần,3071000,1506000,1195000,525455,0.41,24,Nắng,0,109648206,1
2023-09-07,Váy,4935000,760000,1879000,454084,0.5,24,Nắng,0,142193918,1
2023-09-07,Áo khoác,4482000,389000,1874000,579466,0.32,24,Nắng,0,105014250,1
2023-09-07,Giày,1708000,404000,289000,330531,0.19,24,Nắng,0,40244926,1
2023-09-08,Áo,4040000,243000,1095000,164588,0.11,21,Nắng,0,47348549,1
2023-09-08,Quần,564000,1203000,1685000,393452,0.1,21,Nắng,0,37252672,1
2023-09-08,Váy,4148000,2887000,1840000,373717,0.43,21,Nắng,0,112530957,1
2023-09-08,Áo khoác,3393000,2948000,665000,1110457,0.5,21,Nắng,0,111335165,1
2023-09-08,Giày,1773000,1905000,1945000,983753,0.35,21,Nắng,0,72300570,1
2023-09-09,Áo,4581000,1502000,1092000,172076,0.48,10,Mưa,0,63920586,1
2023-09-09,Quần,625000,912000,835000,410389,0.17,10,Mưa,0,17964948,1
2023-09-09,Váy,1506000,2884000,255000,697981,0.31,10,Mưa,0,31166514,1
2023-09-09,Áo khoác,4792000,510000,1995000,1243476,0.26,10,Mưa,0,36611669,1
2023-09-09,Giày,1804000,1077000,1686000,1074597,0.24,10,Mưa,0,28190374,1
2023-09-10,Áo,3834000,1056000,1876000,205486,0.32,18,Nắng,0,73291382,1
2023-09-10,Quần,1740000,2521000,1965000,305162,0.16,18,Nắng,0,50781202,1
2023-09-10,Váy,1255000,1755000,772000,410359,0.32,18,Nắng,0,78598622,1
2023-09-10,Áo khoác,854000,730000,1764000,479882,0.34,18,Nắng,0,52458174,1
2023-09-10,Giày,3554000,216000,1208000,878366,0.42,18,Nắng,0,78181871,1
2023-09-11,Áo,4439000,2965000,168000,208734,0.37,15,Nắng,0,75168630,1
2023-09-11,Quần,4877000,669000,1508000,488680,0.16,15,Nắng,0,44610537,1
2023-09-11,Váy,2336000,1010000,472000,308730,0.23,15,Nắng,0,44071873,1
2023-09-11,Áo khoác,1586000,1527000,154000,624898,0.06,15,Nắng,0,31006570,1
2023-09-11,Giày,1497000,754000,184000,650129,0.13,15,Nắng,0,27434466,1
2023-09-12,Áo,4961000,2340000,1980000,194028,0.26,24,Mưa,0,118317437,1
2023-09-12,Quần,2567000,1081000,1040000,348938,0.05,24,Mưa,0,56841851,1
2023-09-12,Váy,3929000,2825000,940000,318319,0.29,24,Mưa,0,123982716,1
2023-09-12,Áo khoác,3765000,2878000,691000,1006831,0.2,24,Mưa,0,71142305,1
2023-09-12,Giày,1071000,1020000,831000,948567,0.02,24,Mưa,0,42472995,1
2023-09-13,Áo,2756000,783000,721000,179362,0.22,21,Nắng,0,71010301,1
2023-09-13,Quần,770000,1045000,1888000,408818,0.14,21,Nắng,0,43286100,1
2023-09-13,Váy,1670000,2196000,1108000,603273,0.03,21,Nắng,0,50074261,1
2023-09-13,Áo khoác,3432000,1041000,416000,1279347,0.15,21,Nắng,0,52207822,1
2023-09-13,Giày,971000,2575000,1287000,1137802,0.15,21,Nắng,0,52097570,1
2023-09-14,Áo,1474000,2004000,1738000,315229,0.18,11,Mưa,0,32462256,1
2023-09-14,Quần,410000,929000,724000,392394,0.18,11,Mưa,0,15485781,1
2023-09-14,Váy,3859000,453000,351000,269812,0.21,11,Mưa,0,33635042,1
2023-09-14,Áo khoác,1326000,1663000,251000,921058,0.05,11,Mưa,0,18583803,1
2023-09-14,Giày,3854000,2818000,1459000,1120449,0.0,11,Mưa,0,29056731,1
2023-09-15,Áo,3533000,2791000,1009000,206792,0.37,14,Nắng,0,75519298,1
2023-09-15,Quần,4739000,1050000,1491000,478208,0.17,14,Nắng,0,35355417,1
2023-09-15,Váy,1772000,2367000,1886000,658024,0.31,14,Nắng,0,51723452,1
2023-09-15,Áo khoác,2679000,1021000,965000,1487904,0.15,14,Nắng,0,38126958,1
2023-09-15,Giày,3271000,2761000,699000,691342,0.49,14,Nắng,0,68899134,1
2023-09-16,Áo,2681000,1772000,1106000,167629,0.16,22,Nắng,0,67795851,1
2023-09-16,Quần,3590000,1178000,1070000,378614,0.3,22,Nắng,0,90690066,1
2023-09-16,Váy,2133000,2344000,1104000,601461,0.11,22,Nắng,0,55993021,1
2023-09-16,Áo khoác,753000,1070000,1223000,546950,0.26,22,Nắng,0,54993871,1
2023-09-16,Giày,1040000,1593000,1243000,474942,0.29,22,Nắng,0,68549176,1
2023-09-17,Áo,2680000,456000,1508000,214829,0.09,20,Mưa,0,44930583,1
2023-09-17,Quần,2657000,327000,402000,495602,0.06,20,Mưa,0,35781751,1
2023-09-17,Váy,1743000,1582000,1839000,210588,0.49,20,Mưa,0,88038153,1
2023-09-17,Áo khoác,3980000,1379000,1272000,1341712,0.45,20,Mưa,0,113532425,1
2023-09-17,Giày,2048000,2304000,1324000,796195,0.33,20,Mưa,0,95134149,1
2023-09-18,Áo,2701000,2829000,1930000,190721,0.43,13,Mưa,0,60092497,1
2023-09-18,Quần,3471000,2171000,1126000,418217,0.05,13,Mưa,0,42716388,1
2023-09-18,Váy,4540000,755000,499000,472743,0.36,13,Mưa,0,57917294,1
2023-09-18,Áo khoác,2306000,2971000,167000,784738,0.14,13,Mưa,0,34442024,1
2023-09-18,Giày,2086000,2900000,253000,775958,0.27,13,Mưa,0,54808678,1
2023-09-19,Áo,1709000,2405000,1114000,284011,0.38,16,Mưa,0,54458267,1
2023-09-19,Quần,2062000,284000,1617000,502856,0.02,16,Mưa,0,24819532,1
2023-09-19,Váy,1209000,521000,281000,484293,0.35,16,Mưa,0,33354235,1
2023-09-19,Áo khoác,1060000,2556000,624000,1171927,0.22,16,Mưa,0,42221200,1
2023-09-19,Giày,3540000,1753000,288000,441280,0.22,16,Mưa,0,60266606,1
2023-09-20,Áo,2989000,483000,119000,347170,0.45,17,Nắng,0,55669281,1
